manufacture,bssid,ip,idle_time,site_id,rx_rate,ap_mac,psk_id,dual_band,vlan_id,num_locating_aps,uptime,ssid,rx_pkts,proto,tx_retries,hostname,tx_bps,key_mgmt,channel,rssi,username,family,map_id,airwatch,rx_retries,band,mac,snr,is_guest,tx_bytes,annotation,tx_rate,rx_bps,_id,tx_pkts,rx_bytes,_ttl,ap_id,y,x,model,wlan_id,os,last_seen
Murata Manufacturing Co.,5c5b35373542,192.168.100.94,0,6cca9f67-b558-4f9b-8b0d-554af61d41bb,216.5,5c5b353eeadd,,False,100,1,2058277,PRODUCT_DEMO_NETWORK,8785930,ac,967439,Galaxy-Note8,0,WPA2-PSK/CCMP,36,-49,,,5894082b-c38d-4bc9-a929-f84a3af5641e,,396252,5,dcefcacf4b10,43,False,20241150947,unknown,216.5,1999,dcefcacf4b10,10356001,1646947727,282,00000000-0000-0000-1000-5c5b353eeadd,416.82439441705117,408.1625978282894,,8d977dd7-395f-4454-a90e-a2163c3aaa8e,Linux,1542757048
LG Electronics (Mobile Communications),5c5b35373542,192.168.100.85,10,6cca9f67-b558-4f9b-8b0d-554af61d41bb,18.0,5c5b353eeadd,,False,100,1,3069773,PRODUCT_DEMO_NETWORK,3469702,ac,41994,android-c778f9bc22a9939,0,WPA2-PSK/CCMP,36,-48,,,5894082b-c38d-4bc9-a929-f84a3af5641e,,21392,5,48605f669a32,44,False,3043223600,unknown,173.3,0,48605f669a32,1796479,479240279,282,00000000-0000-0000-1000-5c5b353eeadd,407.5664959822423,445.45167433802044,,8d977dd7-395f-4454-a90e-a2163c3aaa8e,Linux,1542757048
LG Electronics (Mobile Communications),5c5b35373542,192.168.100.83,13,6cca9f67-b558-4f9b-8b0d-554af61d41bb,18.0,5c5b353eeadd,,False,100,1,3070097,PRODUCT_DEMO_NETWORK,2261878,ac,387686,android-39b05b2301c441e9,0,WPA2-PSK/CCMP,36,-66,,,5894082b-c38d-4bc9-a929-f84a3af5641e,,65350,5,08d46ab52223,26,False,5271135557,unknown,86.6,0,08d46ab52223,4360448,459517392,282,00000000-0000-0000-1000-5c5b353eeadd,359.0090231858458,364.9173969619141,,8d977dd7-395f-4454-a90e-a2163c3aaa8e,Linux,1542757048
Apple,5c5b35373542,192.168.101.157,43,6cca9f67-b558-4f9b-8b0d-554af61d41bb,192.5,5c5b353eeadd,,False,100,1,1244,PRODUCT_DEMO_NETWORK,18985,ac,3036,JQP-Iphone-X,0,WPA2-PSK/CCMP,36,-61,,iPhone,5894082b-c38d-4bc9-a929-f84a3af5641e,,157,5,d4a33d3711b0,31,False,36904773,unknown,192.5,0,d4a33d3711b0,20863,3834014,282,00000000-0000-0000-1000-5c5b353eeadd,359.4117417942146,394.52524365275775,X,8d977dd7-395f-4454-a90e-a2163c3aaa8e,12.1,1542757048
Apple,5c5b35373543,10.121.46.21,9,6cca9f67-b558-4f9b-8b0d-554af61d41bb,18.0,5c5b353eeadd,,False,1,1,6745,REMO,28485,ac,1052,CASAN8894IPM111,0,WPA2-EAP-FT/CCMP,36,-46,CASAN8894IPM111,iPad,5894082b-c38d-4bc9-a929-f84a3af5641e,,285,5,203caef2af1b,46,False,47749857,unknown,156.0,0,203caef2af1b,32522,7211238,282,00000000-0000-0000-1000-5c5b353eeadd,412.64165519553165,416.52035152366733,Mini 4 + Cellular,1bf4d27b-f09f-4c74-a3bc-dddfeb95f2b3,12.0.1,1542757048
Apple,5c5b35373542,192.168.101.173,9,6cca9f67-b558-4f9b-8b0d-554af61d41bb,173.2,5c5b353eeadd,,False,100,1,3779,PRODUCT_DEMO_NETWORK,78850,ac,11029,Yasmin,0,WPA2-PSK/CCMP,36,-67,,iPhone,5894082b-c38d-4bc9-a929-f84a3af5641e,,768,5,d4a33d3a55f4,25,False,163441644,unknown,192.5,0,d4a33d3a55f4,91870,30130675,282,00000000-0000-0000-1000-5c5b353eeadd,481.56650983943075,424.8542431560651,X,8d977dd7-395f-4454-a90e-a2163c3aaa8e,12.1,1542757048
Apple,5c5b35373542,192.168.101.203,2,6cca9f67-b558-4f9b-8b0d-554af61d41bb,173.2,5c5b353eeadd,,False,100,1,2140608,PRODUCT_DEMO_NETWORK,558493,ac,49483,iPhone,0,WPA2-PSK/CCMP,36,-43,,iPhone,5894082b-c38d-4bc9-a929-f84a3af5641e,,1411,5,b019c6e35357,49,False,1424234114,unknown,192.5,0,b019c6e35357,671016,95893939,282,00000000-0000-0000-1000-5c5b353eeadd,423.7943654495888,419.15192437839283,8,8d977dd7-395f-4454-a90e-a2163c3aaa8e,11.0,1542757048
Samsung Electronics Co.,5c5b35373531,192.168.100.100,6,6cca9f67-b558-4f9b-8b0d-554af61d41bb,26.0,5c5b353eeadd,,False,100,1,45214,PRODUCT_DEMO_NETWORK,340031,n,77021,Galaxy-J3-Star,0,WPA2-PSK/CCMP,11,-45,,,5894082b-c38d-4bc9-a929-f84a3af5641e,,29831,24,48c796463911,44,False,637547600,unknown,72.2,0,48c796463911,439455,46488018,282,00000000-0000-0000-1000-5c5b353eeadd,425.13757208568666,417.005198485165,,8d977dd7-395f-4454-a90e-a2163c3aaa8e,Linux,1542757048
Apple,5c5b35373542,192.168.102.189,40,6cca9f67-b558-4f9b-8b0d-554af61d41bb,18.0,5c5b353eeadd,,False,100,1,1549697,PRODUCT_DEMO_NETWORK,380075,ac,27083,iPhone,0,WPA2-PSK/CCMP,36,-48,,iPhone,5894082b-c38d-4bc9-a929-f84a3af5641e,,2377,5,68fef7f1ac9e,44,False,434953067,unknown,192.5,0,68fef7f1ac9e,315295,65085334,282,00000000-0000-0000-1000-5c5b353eeadd,402.9025473088258,414.21149852071153,XS,8d977dd7-395f-4454-a90e-a2163c3aaa8e,12.0,1542757048
Samsung Electronics Co.,5c5b35373542,192.168.100.99,2,6cca9f67-b558-4f9b-8b0d-554af61d41bb,18.0,5c5b353eeadd,,False,100,1,45216,PRODUCT_DEMO_NETWORK,540420,ac,45055,Galaxy-J7-Star,0,WPA2-PSK/CCMP,36,-41,,,5894082b-c38d-4bc9-a929-f84a3af5641e,,2770,5,d4e6b723eedf,51,False,817810439,unknown,96.1,0,d4e6b723eedf,564147,75014404,282,00000000-0000-0000-1000-5c5b353eeadd,410.9312584993827,437.36071543771567,,8d977dd7-395f-4454-a90e-a2163c3aaa8e,Linux,1542757048
Murata Manufacturing Co.,5c5b35372a62,192.168.100.101,1,6cca9f67-b558-4f9b-8b0d-554af61d41bb,130.0,5c5b353ee9bb,,False,100,1,45187,PRODUCT_DEMO_NETWORK,44807,ac,6474,Galaxy-S8,0,WPA2-PSK/CCMP,161,-61,,,5894082b-c38d-4bc9-a929-f84a3af5641e,,3609,5,b072bfdfdf04,29,False,19545717,unknown,156.0,999,b072bfdfdf04,23292,10336144,280,00000000-0000-0000-1000-5c5b353ee9bb,246.185803224371,196.4230131830874,,8d977dd7-395f-4454-a90e-a2163c3aaa8e,Nougat,1542757024
Apple,5c5b35372a31,192.168.100.185,83,6cca9f67-b558-4f9b-8b0d-554af61d41bb,18.0,5c5b353ee9b6,,False,100,1,525426,DATA_TRANSFER_NETWORK,405074,ac,198516,iPad,0,WPA2-PSK/CCMP,149,-49,,iPad,5894082b-c38d-4bc9-a929-f84a3af5641e,,1974,5,4c569d1e6b22,43,False,2464860574,unknown,192.5,0,4c569d1e6b22,888378,72784842,275,00000000-0000-0000-1000-5c5b353ee9b6,303.6197518125059,369.97718604372733,,312c05b9-8ea5-4622-b4ee-22cfb656a86c,12.1,1542757041
OnePlus Technology (Shenzhen) Co.,5c5b35372a31,192.168.103.199,14,6cca9f67-b558-4f9b-8b0d-554af61d41bb,18.0,5c5b353ee9b6,,False,100,1,415173,DATA_TRANSFER_NETWORK,50742,ac,1226,OnePlus_6T,0,WPA2-PSK/CCMP,149,-50,,,5894082b-c38d-4bc9-a929-f84a3af5641e,,475,5,64a2f9dc65c0,42,False,33640627,unknown,156.0,0,64a2f9dc65c0,29287,17476619,275,00000000-0000-0000-1000-5c5b353ee9b6,333.27511099238785,352.4915583476292,,312c05b9-8ea5-4622-b4ee-22cfb656a86c,Linux,1542757041
Apple,5c5b35372a31,192.168.101.171,11,6cca9f67-b558-4f9b-8b0d-554af61d41bb,57.7,5c5b353ee9b6,,False,100,1,320,DATA_TRANSFER_NETWORK,213,ac,10,Darrens-iPhone,0,WPA2-PSK/CCMP,149,-62,,iPhone,5894082b-c38d-4bc9-a929-f84a3af5641e,,30,5,d0c5f3339f64,30,False,625,unknown,117.0,0,d0c5f3339f64,7,8859,275,00000000-0000-0000-1000-5c5b353ee9b6,391.0289223338426,28.687813371647113,7,312c05b9-8ea5-4622-b4ee-22cfb656a86c,12.1.1,1542757041
Apple,5c5b35372a31,192.168.101.172,1,6cca9f67-b558-4f9b-8b0d-554af61d41bb,96.1,5c5b353ee9b6,,False,100,1,146,DATA_TRANSFER_NETWORK,588,ac,97,iPhone,56163,WPA2-PSK/CCMP,149,-53,,iPhone,5894082b-c38d-4bc9-a929-f84a3af5641e,,30,5,3c2eff6ff728,39,False,568635,unknown,96.1,71715,3c2eff6ff728,472,147615,275,00000000-0000-0000-1000-5c5b353ee9b6,470.63485435063217,538.440149675989,8+,312c05b9-8ea5-4622-b4ee-22cfb656a86c,12.1,1542757041
Apple,5c5b35373992,192.168.101.155,37,6cca9f67-b558-4f9b-8b0d-554af61d41bb,156.0,5c5b353eeb50,,False,100,1,28292,PRODUCT_DEMO_NETWORK,31913,ac,1446,iPad,0,WPA2-PSK/CCMP,64,-53,,iPad,5894082b-c38d-4bc9-a929-f84a3af5641e,,53,5,08e689bcf408,39,False,32375471,unknown,156.0,0,08e689bcf408,27681,7925849,270,00000000-0000-0000-1000-5c5b353eeb50,115.93790700039733,329.8952693445394,"Pro 10.5""+Cell",8d977dd7-395f-4454-a90e-a2163c3aaa8e,11.4.1,1542757024
Apple,5c5b35373993,10.121.46.28,29,6cca9f67-b558-4f9b-8b0d-554af61d41bb,18.0,5c5b353eeb50,,False,1,1,39816,REMO,3545,ac,13,CASAN8894IPM112,0,WPA2-EAP-FT/CCMP,64,-47,CASAN8894IPM112,iPad,5894082b-c38d-4bc9-a929-f84a3af5641e,,440,5,9c84bf498a15,45,False,1374581,unknown,173.3,0,9c84bf498a15,2060,624085,269,00000000-0000-0000-1000-5c5b353eeb50,132.98108125597992,325.60176464885313,Mini 4 + Cellular,1bf4d27b-f09f-4c74-a3bc-dddfeb95f2b3,12.0.1,1542757024
Apple,5c5b35372a63,10.121.46.31,0,6cca9f67-b558-4f9b-8b0d-554af61d41bb,18.0,5c5b353ee9bb,,False,1,1,14723,REMO,119820,ac,12112,CASAN8894IPM108,1067,WPA2-EAP-FT/CCMP,161,-52,CASAN8894IPM108,iPad,5894082b-c38d-4bc9-a929-f84a3af5641e,,1137,5,203caef08b6b,38,False,141820004,unknown,144.4,2599,203caef08b6b,121138,38888523,269,00000000-0000-0000-1000-5c5b353ee9bb,256.927421984324,124.06621981747388,Mini 4 + Cellular,1bf4d27b-f09f-4c74-a3bc-dddfeb95f2b3,12.0.1,1542757024
Apple,5c5b35372a63,10.121.46.41,23,6cca9f67-b558-4f9b-8b0d-554af61d41bb,18.0,5c5b353ee9bb,,False,1,1,14725,REMO,23023,ac,2779,CASAN8894IPM106,0,WPA2-EAP-FT/CCMP,161,-52,CASAN8894IPM106,iPad,5894082b-c38d-4bc9-a929-f84a3af5641e,,304,5,203caef1b6ba,38,False,36831096,unknown,173.3,0,203caef1b6ba,26187,6236868,269,00000000-0000-0000-1000-5c5b353ee9bb,231.76309088509743,105.78900654119744,Mini 4 + Cellular,1bf4d27b-f09f-4c74-a3bc-dddfeb95f2b3,12.0.1,1542757024
Apple,5c5b35373993,10.121.46.50,22,6cca9f67-b558-4f9b-8b0d-554af61d41bb,18.0,5c5b353eeb50,,False,1,1,7553,REMO,576,ac,8,CASAN8894IPM105,0,WPA2-EAP-FT/CCMP,64,-46,CASAN8894IPM105,iPad,5894082b-c38d-4bc9-a929-f84a3af5641e,,88,5,203caef1b69c,46,False,67826,unknown,144.4,0,203caef1b69c,243,52675,263,00000000-0000-0000-1000-5c5b353eeb50,160.0585439955343,336.0306501743036,Mini 4 + Cellular,1bf4d27b-f09f-4c74-a3bc-dddfeb95f2b3,12.0.1,1542757024
Apple,5c5b35372a63,10.121.46.55,32,6cca9f67-b558-4f9b-8b0d-554af61d41bb,18.0,5c5b353ee9bb,,False,1,1,43405,REMO,93182,ac,9871,CASAN8894IPM103,0,WPA2-EAP-FT/CCMP,161,-59,CASAN8894IPM103,iPad,5894082b-c38d-4bc9-a929-f84a3af5641e,,1121,5,203caef2eab2,31,False,149070993,unknown,173.3,0,203caef2eab2,100416,24005366,260,00000000-0000-0000-1000-5c5b353ee9bb,254.86188530538269,113.86292073287892,Mini 4 + Cellular,1bf4d27b-f09f-4c74-a3bc-dddfeb95f2b3,12.0.1,1542757024
LG Electronics (Mobile Communications),5c5b35372a62,192.168.100.86,6,6cca9f67-b558-4f9b-8b0d-554af61d41bb,18.0,5c5b353ee9bb,,False,100,1,1597289,PRODUCT_DEMO_NETWORK,996246,ac,18512,android-5e0fe614241dbbfb,0,WPA2-PSK/CCMP,161,-75,,,5894082b-c38d-4bc9-a929-f84a3af5641e,,19280,5,08d46ad34a15,15,False,740157277,unknown,78.0,0,08d46ad34a15,853564,236641702,258,00000000-0000-0000-1000-5c5b353ee9bb,271.60141348681054,199.08464377169116,,8d977dd7-395f-4454-a90e-a2163c3aaa8e,Linux,1542757024
Apple,5c5b35372a63,10.121.46.52,21,6cca9f67-b558-4f9b-8b0d-554af61d41bb,18.0,5c5b353ee9bb,,False,1,1,25479,REMO,3013,ac,34,CASAN8894IPM104,0,WPA2-EAP-FT/CCMP,161,-54,CASAN8894IPM104,iPad,5894082b-c38d-4bc9-a929-f84a3af5641e,,291,5,203caef2ea9a,36,False,1600380,unknown,156.0,0,203caef2ea9a,2076,642347,258,00000000-0000-0000-1000-5c5b353ee9bb,213.46938051073394,102.18833234685876,Mini 4 + Cellular,1bf4d27b-f09f-4c74-a3bc-dddfeb95f2b3,12.0.1,1542757024
Apple,5c5b35373993,10.121.46.20,20,6cca9f67-b558-4f9b-8b0d-554af61d41bb,18.0,5c5b353eeb50,,False,1,1,39818,REMO,4061,ac,24,CASAN8894IPM109,0,WPA2-EAP-FT/CCMP,64,-47,CASAN8894IPM109,iPad,5894082b-c38d-4bc9-a929-f84a3af5641e,,475,5,9c84bf498ddf,45,False,1678486,unknown,156.0,0,9c84bf498ddf,2654,715144,258,00000000-0000-0000-1000-5c5b353eeb50,140.6858927189257,338.7178570849576,Mini 4 + Cellular,1bf4d27b-f09f-4c74-a3bc-dddfeb95f2b3,12.0.1,1542757024
Apple,5c5b35373993,10.121.46.29,21,6cca9f67-b558-4f9b-8b0d-554af61d41bb,18.0,5c5b353eeb50,,False,1,1,18307,REMO,1987,ac,7,CASAN8894IPM110,0,WPA2-EAP-FT/CCMP,64,-46,CASAN8894IPM110,iPad,5894082b-c38d-4bc9-a929-f84a3af5641e,,204,5,9c84bf492378,46,False,575368,unknown,173.3,0,9c84bf492378,1095,382160,258,00000000-0000-0000-1000-5c5b353eeb50,136.84751322447292,331.5891848153705,Mini 4 + Cellular,1bf4d27b-f09f-4c74-a3bc-dddfeb95f2b3,12.1,1542757024
Apple,5c5b35373993,10.121.46.60,0,6cca9f67-b558-4f9b-8b0d-554af61d41bb,173.3,5c5b353eeb50,,False,1,1,25005,REMO,17630,ac,486,CASAN8894IPM101,3694,WPA2-EAP-FT/CCMP,64,-32,CASAN8894IPM101,iPad,5894082b-c38d-4bc9-a929-f84a3af5641e,,626,5,203caef1e63c,60,False,9035318,unknown,156.0,10051,203caef1e63c,12529,11233921,258,00000000-0000-0000-1000-5c5b353eeb50,151.28140528416273,329.9673052619399,Mini 4 + Cellular,1bf4d27b-f09f-4c74-a3bc-dddfeb95f2b3,12.1,1542757024
Apple,5c5b35372a31,192.168.101.180,257,6cca9f67-b558-4f9b-8b0d-554af61d41bb,18.0,5c5b353ee9b6,,False,100,1,427,DATA_TRANSFER_NETWORK,1597,ac,1439,iPhone,0,WPA2-PSK/CCMP,149,-91,,iPhone,5894082b-c38d-4bc9-a929-f84a3af5641e,,326,5,fc2a9c9d53d5,1,False,1568519,unknown,6.5,0,fc2a9c9d53d5,1276,419509,215,00000000-0000-0000-1000-5c5b353ee9b6,358.0979526903053,329.2169730088252,XS Max,312c05b9-8ea5-4622-b4ee-22cfb656a86c,12.1,1542756981
Intel Corporate,5c5b35365da1,10.2.46.40,69,53db3426-79c5-43db-af0b-8d4533bbeecc,6.0,5c5b353ed467,False,1,278,22593,T-Mobile,114481,ac,16948,WABELHLP0704380,0,WPA2-EAP/CCMP,149,host/WABELHLP0704380.gsm1900.org,,,,160,5,185e0f706615,20,-72,370045526,unknown,39.0,0,185e0f706615,22175977,00000000-0000-0000-1000-5c5b353ed467,174320,False,,e514ce32-8c51-4455-b533-23410f2cba8e,Windows 7,1542757044
Apple,5c5b35365da1,10.2.46.22,8,53db3426-79c5-43db-af0b-8d4533bbeecc,18.0,5c5b353ed467,False,1,278,533,T-Mobile,1456,ac,128,Kapil-Ram,0,WPA2-EAP-FT/CCMP,149,kramcha,iPhone,,,175,5,24f094a0336b,21,-71,90802,unknown,144.4,0,24f094a0336b,148808,00000000-0000-0000-1000-5c5b353ed467,285,False,6s,e514ce32-8c51-4455-b533-23410f2cba8e,12.0,1542757044
Intel Corporate,5c5b35365da1,10.2.46.45,0,53db3426-79c5-43db-af0b-8d4533bbeecc,173.3,5c5b353ed467,False,1,278,227,T-Mobile,4631,ac,9,WABELHLP0585809,19987,WPA2-EAP/CCMP,149,host/WABELHLP0585809.gsm1900.org,,,,3,5,f48c50971f21,28,-64,3598951,unknown,173.3,41369,f48c50971f21,1715148,00000000-0000-0000-1000-5c5b353ed467,4190,False,,e514ce32-8c51-4455-b533-23410f2cba8e,Windows 8,1542757044
Intel Corporate,5c5b35365da1,10.2.46.61,23,53db3426-79c5-43db-af0b-8d4533bbeecc,6.0,5c5b353ed467,False,1,278,23731,T-Mobile,4455,ac,2,WABELHLP0692320,0,WPA2-EAP/CCMP,149,host/WABELHLP0692320.gsm1900.org,,,,7,5,dc53604a304e,34,-58,174011,unknown,173.3,0,dc53604a304e,1000184,00000000-0000-0000-1000-5c5b353ed467,692,False,,e514ce32-8c51-4455-b533-23410f2cba8e,Microsoft OS,1542757044
Intel Corporate,5c5b35365da1,10.2.46.42,0,53db3426-79c5-43db-af0b-8d4533bbeecc,6.0,5c5b353ed467,False,1,278,2011,T-Mobile,24669,ac,3106,WABELHLP0697351,7345,WPA2-EAP/CCMP,149,host/WABELHLP0697351.gsm1900.org,,,,24,5,14abc5675728,26,-66,13263213,unknown,173.3,4402,14abc5675728,5585130,00000000-0000-0000-1000-5c5b353ed467,15875,False,,e514ce32-8c51-4455-b533-23410f2cba8e,Windows 10,1542757044
Intel Corporate,5c5b35365da1,10.2.46.43,0,53db3426-79c5-43db-af0b-8d4533bbeecc,173.3,5c5b353ed467,False,1,278,23935,T-Mobile,396890,ac,51040,WABELHLP0708160,22421,WPA2-EAP/CCMP,149,host/WABELHLP0708160.gsm1900.org,,,,512,5,e4b3185094b1,24,-68,382508414,unknown,144.4,14568,e4b3185094b1,191965897,00000000-0000-0000-1000-5c5b353ed467,437833,False,,e514ce32-8c51-4455-b533-23410f2cba8e,Windows 10,1542757044
Intel Corporate,5c5b35365da1,10.2.46.28,0,53db3426-79c5-43db-af0b-8d4533bbeecc,173.3,5c5b353ed467,False,1,278,3271,T-Mobile,45664,ac,12429,tm0587497,3918,WPA2-EAP/CCMP,149,host/tm0587497.gsm1900.org,,,,776,5,f48c50e7e99c,22,-70,37894420,unknown,130.0,2547,f48c50e7e99c,10943988,00000000-0000-0000-1000-5c5b353ed467,40824,False,,e514ce32-8c51-4455-b533-23410f2cba8e,Windows 8,1542757044
Intel Corporate,5c5b35365da1,10.2.46.39,0,53db3426-79c5-43db-af0b-8d4533bbeecc,173.3,5c5b353ed467,False,1,278,25686,T-Mobile,1366241,ac,110985,WABELHLP0796510,23406,WPA2-EAP/CCMP,149,host/WABELHLP0796510.gsm1900.org,,,,572,5,00e18ca28983,24,-68,619348513,unknown,173.3,36234,00e18ca28983,1310248159,00000000-0000-0000-1000-5c5b353ed467,1004534,False,,e514ce32-8c51-4455-b533-23410f2cba8e,Windows 10,1542757044
Intel Corporate,5c5b35365da1,10.2.46.56,1,53db3426-79c5-43db-af0b-8d4533bbeecc,6.0,5c5b353ed467,False,1,278,1760,T-Mobile,16732,ac,148,WABELHLP0700525,587,WPA2-EAP/CCMP,149,host/WABELHLP0700525.gsm1900.org,,,,13,5,e4b318cfe3a6,43,-49,10787719,unknown,156.0,831,e4b318cfe3a6,3912260,00000000-0000-0000-1000-5c5b353ed467,10466,False,,e514ce32-8c51-4455-b533-23410f2cba8e,Windows 7,1542757044
Intel Corporate,5c5b35365da1,10.2.46.46,2,53db3426-79c5-43db-af0b-8d4533bbeecc,6.0,5c5b353ed467,False,1,278,1110,T-Mobile,9768,ac,22,TM0493716,0,WPA2-EAP/CCMP,149,host/TM0493716.gsm1900.org,,,,7,5,30243205bef0,48,-44,2277673,unknown,173.3,0,30243205bef0,1665371,00000000-0000-0000-1000-5c5b353ed467,5085,False,,e514ce32-8c51-4455-b533-23410f2cba8e,Windows 10,1542757044
Intel Corporate,5c5b35365da1,10.2.46.29,0,53db3426-79c5-43db-af0b-8d4533bbeecc,173.3,5c5b353ed467,False,1,278,25159,T-Mobile,559194,ac,106955,WABELHLP0701287,6242,WPA2-EAP/CCMP,149,host/WABELHLP0701287.gsm1900.org,,,,5699,5,f4963410b2a1,22,-70,597162281,unknown,173.3,33710,f4963410b2a1,253469230,00000000-0000-0000-1000-5c5b353ed467,573682,False,,e514ce32-8c51-4455-b533-23410f2cba8e,Windows 10,1542757044
Intel Corporate,5c5b35365da1,10.2.46.33,0,53db3426-79c5-43db-af0b-8d4533bbeecc,173.3,5c5b353ed467,False,1,278,21970,T-Mobile,349181,ac,5221,wabelhlp0657945,214571,WPA2-EAP/CCMP,149,host/wabelhlp0657945.gsm1900.org,,,,353,5,f83441b31f64,29,-63,329421057,unknown,173.3,32774,f83441b31f64,85973934,00000000-0000-0000-1000-5c5b353ed467,366316,False,,e514ce32-8c51-4455-b533-23410f2cba8e,Windows 10,1542757044
Intel Corporate,5c5b35365da1,10.2.46.60,0,53db3426-79c5-43db-af0b-8d4533bbeecc,173.3,5c5b353ed467,False,1,278,26195,T-Mobile,444505,ac,27309,WABELHLP0704381,35458,WPA2-EAP/CCMP,149,host/WABELHLP0704381.gsm1900.org,,,,768,5,185e0f7085aa,25,-67,333580107,unknown,173.3,26009,185e0f7085aa,146005963,00000000-0000-0000-1000-5c5b353ed467,375177,False,,e514ce32-8c51-4455-b533-23410f2cba8e,Windows 7,1542757044
Intel Corporate,5c5b35365da1,10.2.46.26,0,53db3426-79c5-43db-af0b-8d4533bbeecc,173.3,5c5b353ed467,False,1,278,6730,T-Mobile,379773,ac,14241,WABELHLP0704379,595,WPA2-EAP/CCMP,149,host/WABELHLP0704379.gsm1900.org,,,,222,5,185e0f6d9714,28,-64,627133988,unknown,156.0,3011,185e0f6d9714,66082090,00000000-0000-0000-1000-5c5b353ed467,350857,False,,e514ce32-8c51-4455-b533-23410f2cba8e,Windows 7,1542757044
QCOM TECHNOLOGY INC.,5c5b3536e1f1,192.168.101.224,1,b5f6da01-5068-4301-885a-00f5e61c565b,5.5,5c5b353ee231,,False,100,1,103109,DATA_TRANSFER_NETWORK,13939,n,160723,Touch2-7025103,0,WPA2-PSK/CCMP,11,-59,,,d4390708-167d-466b-8ed8-41a9e6f8642d,,7516,24,000df0c8b736,31,False,5081177,unknown,26.0,807,000df0c8b736,6908,2025954,299,00000000-0000-0000-1000-5c5b353ee231,336.1416389093173,266.7336993654553,,312c05b9-8ea5-4622-b4ee-22cfb656a86c,Windows 10,1542757053
TCT mobile ltd,5c5b353736b1,192.168.101.221,2,b5f6da01-5068-4301-885a-00f5e61c565b,18.0,5c5b353eeb05,,False,100,1,357987,PRODUCT_DEMO_NETWORK,472625,n,41143,,0,WPA2-PSK/CCMP,6,-45,,,d4390708-167d-466b-8ed8-41a9e6f8642d,,3419,24,e0e62ed86b7d,41,False,364035558,unknown,72.2,0,e0e62ed86b7d,271696,51513248,299,00000000-0000-0000-1000-5c5b353eeb05,189.31539512767176,383.1360461280629,,8d977dd7-395f-4454-a90e-a2163c3aaa8e,Linux,1542757045
TCT mobile ltd,5c5b353736c2,192.168.101.204,14,b5f6da01-5068-4301-885a-00f5e61c565b,18.0,5c5b353eeb05,,False,100,1,363829,PRODUCT_DEMO_NETWORK,516056,ac,2069,,0,WPA2-PSK/CCMP,149,-50,,,d4390708-167d-466b-8ed8-41a9e6f8642d,,45965,5,e0e62eedcbc3,42,False,704158593,unknown,86.6,0,e0e62eedcbc3,504415,63976674,295,00000000-0000-0000-1000-5c5b353eeb05,226.15164382697947,380.64429072221424,,8d977dd7-395f-4454-a90e-a2163c3aaa8e,Linux,1542757045
LG Electronics (Mobile Communications),5c5b353736c2,192.168.101.206,18,b5f6da01-5068-4301-885a-00f5e61c565b,18.0,5c5b353eeb05,,False,100,1,976974,PRODUCT_DEMO_NETWORK,201696,n,1309,android-4fbb06e39e689386,0,WPA2-PSK/CCMP,149,-47,,,d4390708-167d-466b-8ed8-41a9e6f8642d,,20529,5,48605f28701a,45,False,152835311,unknown,65.0,0,48605f28701a,226003,50757786,295,00000000-0000-0000-1000-5c5b353eeb05,220.12540919702198,386.95030079437976,,8d977dd7-395f-4454-a90e-a2163c3aaa8e,Nougat,1542757045
Apple,5c5b3536e201,192.168.102.44,11,b5f6da01-5068-4301-885a-00f5e61c565b,78.0,5c5b353ee231,,False,100,1,5159,DATA_TRANSFER_NETWORK,155795,ac,6960,Eduardos-iPhone,0,WPA2-PSK/CCMP,161,-70,,iPhone,d4390708-167d-466b-8ed8-41a9e6f8642d,,1511,5,b853acac6313,20,False,620342920,unknown,86.6,0,b853acac6313,261834,26635370,287,00000000-0000-0000-1000-5c5b353ee231,481.4934214014823,248.9149384443216,7,312c05b9-8ea5-4622-b4ee-22cfb656a86c,12.1,1542757053
Apple,5c5b353460c3,10.123.7.31,9,b5f6da01-5068-4301-885a-00f5e61c565b,18.0,5c5b353e9f65,,False,1,1,5214,REMO,9531,ac,1467,CASAN2920IPM105,0,WPA2-EAP-FT/CCMP,36,-58,CASAN2920IPM105,iPad,d4390708-167d-466b-8ed8-41a9e6f8642d,,287,5,9c84bf422ff3,29,False,13038029,unknown,173.3,0,9c84bf422ff3,9958,3202894,287,00000000-0000-0000-1000-5c5b353e9f65,387.77062577720307,153.4566093718596,Mini 4 + Cellular,1bf4d27b-f09f-4c74-a3bc-dddfeb95f2b3,12.0.1,1542757015
Apple,5c5b353738d1,192.168.102.45,1,b5f6da01-5068-4301-885a-00f5e61c565b,192.5,5c5b353eeb3c,,False,100,1,468,DATA_TRANSFER_NETWORK,6517,ac,970,RobertStsiPhone,859,WPA2-PSK/CCMP,64,-49,,iPhone,d4390708-167d-466b-8ed8-41a9e6f8642d,,43,5,3c2eff83a7b9,43,False,32769738,unknown,173.2,1442,3c2eff83a7b9,13888,1824619,287,00000000-0000-0000-1000-5c5b353eeb3c,337.003334087882,544.6773891033898,8+,312c05b9-8ea5-4622-b4ee-22cfb656a86c,12.1,1542757053
